Symbol,Fund Name
RGSAX,Allianz Funds: AllianzGI Global Small-Cap Fund; Class A Shares
RGSCX,Allianz Funds: AllianzGI Global Small-Cap Fund; Class C Shares
ARSPX,Allianz Funds: AllianzGI Global Small-Cap Fund; Class P Shares
DGSCX,Allianz Funds: AllianzGI Global Small-Cap Fund; Institutional Class Shares
RAGHX,Allianz Funds: AllianzGI Health Sciences Fund; Class A Shares
RCGHX,Allianz Funds: AllianzGI Health Sciences Fund; Class C Shares
AAAEX,Allianz Funds: AllianzGI Health Sciences Fund; Class P Shares
HLHIX,Allianz Funds: AllianzGI Health Sciences Fund; Institutional Class Shares
AZNAX,Allianz Funds: AllianzGI Income & Growth Fund; Class A Shares
AZNCX,Allianz Funds: AllianzGI Income & Growth Fund; Class C Shares
AIGPX,Allianz Funds: AllianzGI Income & Growth Fund; Class P Shares
AIGRX,Allianz Funds: AllianzGI Income & Growth Fund; Class R Shares
AZNIX,Allianz Funds: AllianzGI Income & Growth Fund; Institutional Class Shares
AIVAX,Allianz Funds: AllianzGI International Value Fund; Administrative Class Shares
AFJAX,Allianz Funds: AllianzGI International Value Fund; Class A Shares
AFJCX,Allianz Funds: AllianzGI International Value Fund; Class C Shares
AFVPX,Allianz Funds: AllianzGI International Value Fund; Class P Shares
ANJRX,Allianz Funds: AllianzGI International Value Fund; Class R Shares
ANAVX,Allianz Funds: AllianzGI International Value Fund; Class R6 Shares
ANJIX,Allianz Funds: AllianzGI International Value Fund; Institutional Class Shares
ALNFX,Allianz Funds: AllianzGI Large-Cap Value Fund; Administrative Class Shares
PNBAX,Allianz Funds: AllianzGI Large-Cap Value Fund; Class A Shares
PNBCX,Allianz Funds: AllianzGI Large-Cap Value Fund; Class C Shares
ALCPX,Allianz Funds: AllianzGI Large-Cap Value Fund; Class P Shares
ANLRX,Allianz Funds: AllianzGI Large-Cap Value Fund; Class R Shares
ANVIX,Allianz Funds: AllianzGI Large-Cap Value Fund; Institutional Class Shares
DRMAX,Allianz Funds: AllianzGI Mid-Cap Fund; Administrative Class Shares
RMDAX,Allianz Funds: AllianzGI Mid-Cap Fund; Class A Shares
RMDCX,Allianz Funds: AllianzGI Mid-Cap Fund; Class C Shares
ARMPX,Allianz Funds: AllianzGI Mid-Cap Fund; Class P Shares
PRMRX,Allianz Funds: AllianzGI Mid-Cap Fund; Class R Shares
DRMCX,Allianz Funds: AllianzGI Mid-Cap Fund; Institutional Class Shares
PRAAX,Allianz Funds: AllianzGI Mid-Cap Value Fund; Administrative Class Shares
PQNAX,Allianz Funds: AllianzGI Mid-Cap Value Fund; Class A Shares
PQNCX,Allianz Funds: AllianzGI Mid-Cap Value Fund; Class C Shares
ANRPX,Allianz Funds: AllianzGI Mid-Cap Value Fund; Class P Shares
PRNRX,Allianz Funds: AllianzGI Mid-Cap Value Fund; Class R Shares
ANPRX,Allianz Funds: AllianzGI Mid-Cap Value Fund; Class R6 Shares
PRNIX,Allianz Funds: AllianzGI Mid-Cap Value Fund; Institutional Class Shares
AZBAX,Allianz Funds: AllianzGI Small-Cap Fund; Class A Shares
AZBCX,Allianz Funds: AllianzGI Small-Cap Fund; Class C Shares
AZBIX,Allianz Funds: AllianzGI Small-Cap Fund; Class Institutional Class Shares
AZBPX,Allianz Funds: AllianzGI Small-Cap Fund; Class P Shares
ASCFX,Allianz Funds: AllianzGI Small-Cap Fund; Class R6 Shares
PVADX,Allianz Funds: AllianzGI Small-Cap Value Fund; Administrative Class Shares
PCVAX,Allianz Funds: AllianzGI Small-Cap Value Fund; Class A Shares
PCVCX,Allianz Funds: AllianzGI Small-Cap Value Fund; Class C Shares
PSVIX,Allianz Funds: AllianzGI Small-Cap Value Fund; Class I Shares
ASVPX,Allianz Funds: AllianzGI Small-Cap Value Fund; Class P Shares
PNVRX,Allianz Funds: AllianzGI Small-Cap Value Fund; Class R Shares
ANFVX,Allianz Funds: AllianzGI Small-Cap Value Fund; Class R6 Shares
DGTAX,Allianz Funds: AllianzGI Technology Fund; Administrative Class Shares
RAGTX,Allianz Funds: AllianzGI Technology Fund; Class A Shares
RCGTX,Allianz Funds: AllianzGI Technology Fund; Class C Shares
ARTPX,Allianz Funds: AllianzGI Technology Fund; Class P Shares
DRGTX,Allianz Funds: AllianzGI Technology Fund; Institutional Class Shares
AIO,AllianzGI Artificial Intelligence & Technology Opportunities Fund
CBH,AllianzGI Convertible & Income 2024 Target Term Fund
NCV,AllianzGI Convertible & Income Fund
NCZ,AllianzGI Convertible & Income Fund II
ACV,AllianzGI Diversified Income & Convertible Fund
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fund"
NIE,AllianzGI Equity & Convertible Income Fund
IMANX,Allied Asset Advisors Funds: Iman Fund
IMOM,Alpha Architect ETF Trust: Alpha Architect International Quantitative Momentum ETF
IVAL,Alpha Architect ETF Trust: Alpha Architect International Quantitative Value ETF
QMOM,Alpha Architect ETF Trust: Alpha Architect US Quantitative Momentum ETF
QVAL,Alpha Architect ETF Trust: Alpha Architect US Quantitative Value ETF
VMOT,Alpha Architect ETF Trust: Alpha Architect Value Momentum Trend ETF
FRDM,Alpha Architect ETF Trust: Freedom 100 Emerging Markets ETF
WIZ,Alpha Architect ETF Trust: MerlynAI Bull-Rider Bear-Fighter ETF
SNUG,Alpha Architect ETF Trust: MerlynAI Tactical Growth and Income ETF
AMLCX,AlphaMark Investment Trust: AlphaMark Fund
ENFR,ALPS ETF Trust: Alerian Energy Infrastructure ETF
AMLP,ALPS ETF Trust: Alerian MLP ETF
ACES,ALPS ETF Trust: ALPS Clean Energy ETF
DTEC,ALPS ETF Trust: ALPS Disruptive Technologies ETF
EDOG,ALPS ETF Trust: Alps Emerging Sector Dividend Dogs ETF
EQL,ALPS ETF Trust: Alps Equal Sector Weight ETF
IDOG,ALPS ETF Trust: Alps International Sector Dividend Dogs ETF
SBIO,ALPS ETF Trust: ALPS Medical Breakthroughs ETF
RDOG,ALPS ETF Trust: ALPS REIT Dividend Dogs ETF
SDOG,ALPS ETF Trust: Alps Sector Dividend Dogs ETF
BFOR,ALPS ETF Trust: Barron's 400 ETF
RFCI,ALPS ETF Trust: RiverFront Dynamic Core Income ETF
RFUN,ALPS ETF Trust: RiverFront Dynamic Unconstrained Income ETF
RFDA,ALPS ETF Trust: RiverFront Dynamic US Dividend Advantage ETF
RFFC,ALPS ETF Trust: RiverFront Dynamic US Flex-Cap ETF
RIGS,ALPS ETF Trust: RiverFront Strategic Income Fund
BARLX,ALPS Series Trust: Beacon Accelerated Return Strategy Fund; Institutional Class Shares
BPRLX,ALPS Series Trust: Beacon Planned Return Strategy Fund; Institutional Class Shares
IKSTX,ALPS Series Trust: Carret Kansas Tax-Exempt Bond Fund; Class A Shares
SEKSX,ALPS Series Trust: Carret Kansas Tax-Exempt Bond Fund; Institutional Class Shs
CIMDX,ALPS Series Trust: Clarkston Founders Fund; Institutional Class Shares
CILGX,ALPS Series Trust: Clarkston Fund; Institutional Class Shares
CFSMX,ALPS Series Trust: Clarkston Partners Fund; Founders Class Shares
CISMX,ALPS Series Trust: Clarkston Partners Fund; Institutional Class Shares
DDJCX,ALPS Series Trust: DDJ Opportunistic High Yield Fund; Class I Shares
DDJRX,ALPS Series Trust: DDJ Opportunistic High Yield Fund; Class II Shares
DDJIX,ALPS Series Trust: DDJ Opportunistic High Yield Fund; Institutional Class Shares
WASIX,ALPS Series Trust: Seven Canyons Strategic Income Fund; Investor Class Shares
WIGTX,ALPS Series Trust: Seven Canyons World Innovators Fund; Institutional Class Shares
WAGTX,ALPS Series Trust: Seven Canyons World Innovators Fund; Investor Class Shares
N/A,Alternative Strategies Fund; Class A Shares
ARB,AltShares Trust: AltShares Merger Arbitrage ETF
AMIDX,Amana Mutual Funds Trust: Developing World Fund; Institutional Class Shares
AMDWX,Amana Mutual Funds Trust: Developing World Fund; Investor Class Shares
AMIGX,Amana Mutual Funds Trust: Growth Fund; Institutional Class Shares
AMAGX,Amana Mutual Funds Trust: Growth Fund; Investor Class Shares
AMINX,Amana Mutual Funds Trust: Income Fund; Institutional Class Shares
AMANX,Amana Mutual Funds Trust: Income Fund; Investor Class Shares
AMIPX,Amana Mutual Funds Trust: Participation Fund; Institutional Class Shares
AMAPX,Amana Mutual Funds Trust: Participation Fund; Investor Class Shares
CAFAX,AMCAP Fund; Class 529-A Shares
CAFCX,AMCAP Fund; Class 529-C Shares
CAFEX,AMCAP Fund; Class 529-E Shares
CAFFX,AMCAP Fund; Class 529-F-1 Shares
AMCPX,AMCAP Fund; Class A Shares
AMPCX,AMCAP Fund; Class C Shares
AMPFX,AMCAP Fund; Class F1 Shares
AMCFX,AMCAP Fund; Class F2 Shares
FMACX,AMCAP Fund; Class F3 Shares
RAFAX,AMCAP Fund; Class R1 Shares
RAFBX,AMCAP Fund; Class R2 Shares
RAEBX,AMCAP Fund; Class R2E Shares
RAFCX,AMCAP Fund; Class R3 Shares
RAFEX,AMCAP Fund; Class R4 Shares
RAFFX,AMCAP Fund; Class R5 Shares
RAEFX,AMCAP Fund; Class R5E Shares
RAFGX,AMCAP Fund; Class R6 Shares
DGQAX,AmericaFirst Quantitative Funds: AmericaFirst Defensive Growth Fund; Class A Shares
DGQIX,AmericaFirst Quantitative Funds: AmericaFirst Defensive Growth Fund; Class I Shares
DGQUX,AmericaFirst Quantitative Funds: AmericaFirst Defensive Growth Fund; Class U Shares
AFPAX,AmericaFirst Quantitative Funds: AmericaFirst Income Fund; Class A Shares
AFPIX,AmericaFirst Quantitative Funds: AmericaFirst Income Fund; Class I Shares
AFPUX,AmericaFirst Quantitative Funds: AmericaFirst Income Fund; Class U Shares
SBQAX,AmericaFirst Quantitative Funds: AmericaFirst Large Cap Share Buyback Fund; Class A Shares
SBQIX,AmericaFirst Quantitative Funds: AmericaFirst Large Cap Share Buyback Fund; Class I Shares
SBQUX,AmericaFirst Quantitative Funds: AmericaFirst Large Cap Share Buyback Fund; Class U Shares
ABRFX,AmericaFirst Quantitative Funds: AmericaFirst Monthly Risk-On Risk-Off Fund; Class A Shares
ABRWX,AmericaFirst Quantitative Funds: AmericaFirst Monthly Risk-On Risk-Off Fund; Class I Shares
ABRUX,AmericaFirst Quantitative Funds: AmericaFirst Monthly Risk-On Risk-Off Fund; Class U Shares
CLBAX,American Balanced Fund; Class 529-A Shares
CLBCX,American Balanced Fund; Class 529-C Shares
CLBEX,American Balanced Fund; Class 529-E Shares
CLBFX,American Balanced Fund; Class 529-F-1 Shares
ABALX,American Balanced Fund; Class A Shares
BALCX,American Balanced Fund; Class C Shares
BALFX,American Balanced Fund; Class F1 Shares
AMBFX,American Balanced Fund; Class F2 Shares
AFMBX,American Balanced Fund; Class F3 Shares
RLBAX,American Balanced Fund; Class R1 Shares
RLBBX,American Balanced Fund; Class R2 Shares
RAMHX,American Balanced Fund; Class R2E Shares
RLBCX,American Balanced Fund; Class R3 Shares
RLBEX,American Balanced Fund; Class R4 Shares
RLBFX,American Balanced Fund; Class R5 Shares
RLEFX,American Balanced Fund; Class R5E Shares
RLBGX,American Balanced Fund; Class R6 Shares
AHLAX,American Beacon Funds: American Beacon AHL Managed Futures Strategy Fund; Class A Shares
AHLCX,American Beacon Funds: American Beacon AHL Managed Futures Strategy Fund; Class C Shares
AHLIX,American Beacon Funds: American Beacon AHL Managed Futures Strategy Fund; Class R5 Shares
AHLYX,American Beacon Funds: American Beacon AHL Managed Futures Strategy Fund; Class Y Shares
AHLPX,American Beacon Funds: American Beacon AHL Managed Futures Strategy Fund; Investor Class Shares
AHTAX,American Beacon Funds: American Beacon AHL TargetRisk Fund; Class A Shares
AHACX,American Beacon Funds: American Beacon AHL TargetRisk Fund; Class C Shares
AHTIX,American Beacon Funds: American Beacon AHL TargetRisk Fund; Class R5 Shares
AHTYX,American Beacon Funds: American Beacon AHL TargetRisk Fund; Class Y Shares
AHTPX,American Beacon Funds: American Beacon AHL TargetRisk Fund; Investor Class Shares
ADNAX,American Beacon Funds: American Beacon ARK Transformational Innovation Fund; Class A Shares
ADNCX,American Beacon Funds: American Beacon ARK Transformational Innovation Fund; Class C Shares
ADNIX,American Beacon Funds: American Beacon ARK Transformational Innovation Fund; Class R5 Shares
ADNYX,American Beacon Funds: American Beacon ARK Transformational Innovation Fund; Class Y Shares
ADNPX,American Beacon Funds: American Beacon ARK Transformational Innovation Fund; Investor Class Shares
GBSAX,American Beacon Funds: American Beacon Bahl & Gaynor Small Cap Growth Fund; Class A Shares
GBSCX,American Beacon Funds: American Beacon Bahl & Gaynor Small Cap Growth Fund; Class C Shares
GBSIX,American Beacon Funds: American Beacon Bahl & Gaynor Small Cap Growth Fund; Class R5 Shares
GBSYX,American Beacon Funds: American Beacon Bahl & Gaynor Small Cap Growth Fund; Class Y Shares
GBSPX,American Beacon Funds: American Beacon Bahl & Gaynor Small Cap Growth Fund; Investor Class Shares
ABLSX,American Beacon Funds: American Beacon Balanced Fund; Advisor Class Shares
ABFAX,American Beacon Funds: American Beacon Balanced Fund; Class A Shares
ABCCX,American Beacon Funds: American Beacon Balanced Fund; Class C Shares
AADBX,American Beacon Funds: American Beacon Balanced Fund; Class R5 Shares
ACBYX,American Beacon Funds: American Beacon Balanced Fund; Class Y Shares
AABPX,American Beacon Funds: American Beacon Balanced Fund; Investor Class Shares
BLYAX,American Beacon Funds: American Beacon Bridgeway Large Cap Growth Fund; Class A Shares
BLYCX,American Beacon Funds: American Beacon Bridgeway Large Cap Growth Fund; Class C Shares
BRLGX,American Beacon Funds: American Beacon Bridgeway Large Cap Growth Fund; Class R5 Shares
BLYRX,American Beacon Funds: American Beacon Bridgeway Large Cap Growth Fund; Class R6 Shares
BLYYX,American Beacon Funds: American Beacon Bridgeway Large Cap Growth Fund; Class Y Shares
BLYPX,American Beacon Funds: American Beacon Bridgeway Large Cap Growth Fund; Investor Class Shares
BWLAX,American Beacon Funds: American Beacon Bridgeway Large Cap Value Fund; Class A Shares
BWLCX,American Beacon Funds: American Beacon Bridgeway Large Cap Value Fund; Class C Shares
BRLVX,American Beacon Funds: American Beacon Bridgeway Large Cap Value Fund; Class R5 Shares
BWLRX,American Beacon Funds: American Beacon Bridgeway Large Cap Value Fund; Class R6 Shares
BWLYX,American Beacon Funds: American Beacon Bridgeway Large Cap Value Fund; Class Y Shares
BWLIX,American Beacon Funds: American Beacon Bridgeway Large Cap Value Fund; Investor Class Shares
CCEIX,American Beacon Funds: American Beacon Continuous Capital Emerging Markets Fund; Class R5 Shares
CCEYX,American Beacon Funds: American Beacon Continuous Capital Emerging Markets Fund; Class Y Shares
CCEPX,American Beacon Funds: American Beacon Continuous Capital Emerging Markets Fund; Investor Class
ACHAX,American Beacon Funds: American Beacon Crescent Short Duration High Income Fund; Class A Shares
ACHCX,American Beacon Funds: American Beacon Crescent Short Duration High Income Fund; Class C Shares
ACHIX,American Beacon Funds: American Beacon Crescent Short Duration High Income Fund; Class R5 Shares
ACHYX,American Beacon Funds: American Beacon Crescent Short Duration High Income Fund; Class Y Shares
ACHPX,American Beacon Funds: American Beacon Crescent Short Duration High Income Fund; Investor Class Shares
AGUAX,American Beacon Funds: American Beacon Frontier Markets Income Fund; Class A Shares
AGECX,American Beacon Funds: American Beacon Frontier Markets Income Fund; Class C Shares
AGEIX,American Beacon Funds: American Beacon Frontier Markets Income Fund; Class R5 Shares
AGEYX,American Beacon Funds: American Beacon Frontier Markets Income Fund; Class Y Shares
AGEPX,American Beacon Funds: American Beacon Frontier Markets Income Fund; Investor Class Shares
GHQIX,American Beacon Funds: American Beacon Garcia Hamilton Quality Bond Fund; Class R5 Shares
GHQRX,American Beacon Funds: American Beacon Garcia Hamilton Quality Bond Fund; Class R6 Shares
GHQYX,American Beacon Funds: American Beacon Garcia Hamilton Quality Bond Fund; Class Y Shares
GHQPX,American Beacon Funds: American Beacon Garcia Hamilton Quality Bond Fund; Investor Class Shares
AAISX,American Beacon Funds: American Beacon International Equity Fund; Advisor Class Shares
AIEAX,American Beacon Funds: American Beacon International Equity Fund; Class A Shares
AILCX,American Beacon Funds: American Beacon International Equity Fund; Class C Shares
AAIEX,American Beacon Funds: American Beacon International Equity Fund; Class R5 Shares
AAERX,American Beacon Funds: American Beacon International Equity Fund; Class R6 Shares
ABEYX,American Beacon Funds: American Beacon International Equity Fund; Class Y Shares
AAIPX,American Beacon Funds: American Beacon International Equity Fund; Investor Class Shares
AVASX,American Beacon Funds: American Beacon Large Cap Value Fund; Advisor Class Shares
ALVAX,American Beacon Funds: American Beacon Large Cap Value Fund; Class A Shares
ALVCX,American Beacon Funds: American Beacon Large Cap Value Fund; Class C Shares
AADEX,American Beacon Funds: American Beacon Large Cap Value Fund; Class R5 Shares
AALRX,American Beacon Funds: American Beacon Large Cap Value Fund; Class R6 Shares
ABLYX,American Beacon Funds: American Beacon Large Cap Value Fund; Class Y Shares
AAGPX,American Beacon Funds: American Beacon Large Cap Value Fund; Investor Class Shares
AMCSX,American Beacon Funds: American Beacon Mid-Cap Value Fund; Advisor Class Shares
ABMAX,American Beacon Funds: American Beacon Mid-Cap Value Fund; Class A Shares
AMCCX,American Beacon Funds: American Beacon Mid-Cap Value Fund; Class C Shares
AACIX,American Beacon Funds: American Beacon Mid-Cap Value Fund; Class R5 Shares
AMDRX,American Beacon Funds: American Beacon Mid-Cap Value Fund; Class R6 Shares
ACMYX,American Beacon Funds: American Beacon Mid-Cap Value Fund; Class Y Shares
AMPAX,American Beacon Funds: American Beacon Mid-Cap Value Fund; Investor Class Shares
SHXIX,American Beacon Funds: American Beacon Shapiro Equity Opportunities Fund: Institutional Class Shares
SHXYX,American Beacon Funds: American Beacon Shapiro Equity Opportunities Fund; Class Y Shares
SHXPX,American Beacon Funds: American Beacon Shapiro Equity Opportunities Fund; Investor Class Shares
SHDYX,American Beacon Funds: American Beacon Shapiro SMID Cap Equity Fund; Class Y Shares
SHDIX,American Beacon Funds: American Beacon Shapiro SMID Cap Equity Fund; Institutional Class Shares
SHDPX,American Beacon Funds: American Beacon Shapiro SMID Cap Equity Fund; Investor Class Shares
SHOAX,American Beacon Funds: American Beacon SiM High Yield Opportunities Fund; Class A Shares
SHOCX,American Beacon Funds: American Beacon SiM High Yield Opportunities Fund; Class C Shares
SHOIX,American Beacon Funds: American Beacon SiM High Yield Opportunities Fund; Class R5 Shares
SHOYX,American Beacon Funds: American Beacon SiM High Yield Opportunities Fund; Class Y Shares
SHYPX,American Beacon Funds: American Beacon SiM High Yield Opportunities Fund; Investor Class Shares
AASSX,American Beacon Funds: American Beacon Small Cap Value Fund; Advisor Class Shares
ABSAX,American Beacon Funds: American Beacon Small Cap Value Fund; Class A Shares
ASVCX,American Beacon Funds: American Beacon Small Cap Value Fund; Class C Shares
AVFIX,American Beacon Funds: American Beacon Small Cap Value Fund; Class R5 Shares
AASRX,American Beacon Funds: American Beacon Small Cap Value Fund; Class R6 Shares
ABSYX,American Beacon Funds: American Beacon Small Cap Value Fund; Class Y Shares
AVPAX,American Beacon Funds: American Beacon Small Cap Value Fund; Investor Class Shares
SOUAX,American Beacon Funds: American Beacon Sound Point Floating Rate Income Fund; Class A Shares
SOUCX,American Beacon Funds: American Beacon Sound Point Floating Rate Income Fund; Class C Shares
